log_feature,metric_feature,fusion_features,label
14026,52000,2680494.5,[1]
18573,52000,66194923.96,[1]
26162,52000,69326244.31,[1]
26179,52000,5667830.907,[1]
25844,52000,888018.2527,[1]
18737,52000,510358.3645,[1]
-1,2873,38935318479,
13792,-1,,[1]
25686,52000,1.28E+145,[1]
-1,52000,2697161.599,[1]
-1,52000,3.04E+150,
495,-1,,[1]
26067,52000,62170090.39,[1]
-1,52000,69630829.89,[1]
-1,52000,1077500.701,[1]
48813,52000,,[0]
242,52000,69451024.97,[1]
13867,52000,,[1]
25995,-1,,[1]
26149,52000,56389629.68,[1]
9018,52000,987127.4134,[1]
25627,52000,1003707.371,[1]
9018,2809,32662857316,
26147,52000,2715883.24,[1]
32519,52000,1051177.54,[1]
-1,2609,26295141097,
-1,52000,55836745.41,[1]
-1,52000,54224296.43,[1]
-1,2545,24938968384,
-1,52000,70336088.92,[1]
17491,52000,5576581.471,[1]
11218,-1,,[1]
22900,-1,,[1]
-1,52000,62716446.16,
12231,2913,32691481823,
-1,52000,9.12E+148,[1]
-1,52000,1070492.713,[1]
52351,52000,5921715.882,[1]
10453,52000,55996671.45,[1]
16690,3042,18343547333,
15070,52000,75938428.12,[1]
12567,52000,515864.5432,[1]
18809,2913,39631811014,
21894,-1,,[1]
-1,52000,5297073.784,[1]
8986,52000,4.85E+147,
15312,2974,23278850837,
27477,52000,491128.0807,[1]
17374,52000,2.53E+147,
-1,2786,31853170430,
-1,312,0.142472219,
-1,2609,33447052947,
-1,52000,1049.517288,
26049,-1,,[1]
-1,2705,39102198351,
26231,52000,5444977.001,[1]
17113,52000,476424.9577,[1]
484,52000,3.90E+143,[1]
26448,-1,,[1]
-1,52000,9.42E+146,
40289,52000,68423049.92,[1]
-1,52000,2600564.764,[1]
10772,52000,58304893.1,[1]
16104,52000,2554311.95,[1]
8985,52000,69078600.59,[1]
26283,52000,1101655.183,[1]
25519,52000,64213889.57,[1]
20531,-1,,[1]
36689,52000,2411352.522,[1]
12620,52000,5603143.507,[1]
26287,52000,1874.720834,[1]
12919,52000,64569322.32,[1]
25951,52000,4803222.024,[1]
22619,52000,70175820.46,[1]
20502,52000,4983908.218,[1]
247,52000,69388329.42,[1]
17068,2829,24774910745,
25955,52000,67761613.4,[1]
32521,52000,75110666.94,[0]
242,52000,1040972.344,[1]
36589,-1,,[1]
-1,52000,1120521.606,[1]
35458,52000,2448680.961,[1]
11063,-1,,[1]
15086,52000,5.56E+149,[1]
-1,2841,35424299275,
16715,52000,2661307.06,[1]
15293,2794,36902513196,
-1,52000,5120632.7,[1]
-1,52000,2.85E+149,[1]
48304,-1,,[1]
242,-1,,[1]
-1,52000,2698193.51,[0]
9019,52000,70445068.24,
-1,52000,2765236.466,[1]
8395,52000,70426637.66,[1]
18578,52000,67906095,[1]
48785,52000,2492896.616,[1]
44448,52000,54615536.6,[1]
13415,-1,,[1]
17312,52000,5805047.864,[1]
-1,52000,55789296.92,[1]
25709,52000,64272527.8,[1]
10709,52000,2378563.327,[1]
26172,-1,,[1]
26320,52000,72480198.49,[1]
-1,52000,4956973.477,[1]
18119,52000,5621567.675,[1]
-1,52000,9.32E+145,[1]
-1,52000,64480327.04,[1]
26111,52000,2566170.04,[1]
-1,2593,30212009723,
-1,52000,70853281.95,[1]
17356,-1,,[1]
26264,-1,,[1]
-1,2493,27018580300,
-1,52000,59913910.15,[1]
32732,52000,66754120.13,[1]
13964,3062,19668646218,
15088,-1,,[1]
8985,52000,57572922.97,
16690,52000,2684756.59,[1]
26096,52000,67373812.7,[1]
20920,52000,9.24E+147,[1]
-1,52000,68687513.7,[1]
-1,52000,71826029.01,[1]
26278,52000,2654657.974,[1]
-1,52000,68632773.66,[1]
40261,52000,500136.2748,[1]
-1,52000,4.49E+145,[1]
26257,52000,1106.728773,[1]
5612,52000,62448408.04,[1]
26003,52000,71593463.93,[1]
-1,52000,57009676.31,[1]
887,-1,,[1]
9020,52000,2452170.478,
12934,-1,,[1]
26131,52000,76394652.25,[1]
10570,52000,55879854.87,[1]
249,-1,,[1]
-1,52000,6.58E+150,[1]
-1,2681,37915345339,
484,-1,,[1]
9963,52000,60424855.04,[1]
10794,52000,1.46E+147,[0]
-1,2577,27202440767,
14366,52000,2832637.668,[1]
25812,52000,4.54E+148,[1]
-1,52000,69543381.25,[1]
242,-1,,[1]
-1,52000,62071044.31,[1]
-1,52000,5669936.245,[1]
8089,-1,,[1]
10594,52000,64584588.29,[1]
-1,52000,1122252.879,[1]
26142,52000,65645523.54,[1]
40354,52000,4.74E+148,[1]
19530,-1,,[1]
26478,52000,446496.0084,[1]
-1,52000,4694384.047,[1]
26318,-1,,[1]
13986,52000,57157426.26,[1]
-1,52000,66973488.42,[1]
10588,52000,66174866.66,
25998,-1,,[1]
26610,-1,,[1]
15331,-1,,[1]
-1,52000,54164540.32,[1]
25854,52000,914661.714,[1]
-1,2549,37502944481,
13321,52000,917202.9963,[1]
-1,52000,2382801.794,[1]
11837,2921,27465909242,
-1,3106,39961770782,
-1,52000,65670863.86,[1]
19855,-1,,[1]
17674,516,0.104108403,
10870,52000,964902.6019,[1]
-1,52000,57033865.03,[1]
26523,52000,1.60E+148,[1]
32723,52000,70178418.21,[1]
-1,52000,4675494.763,
-1,2682,22171718207,
18765,52000,2.75E+149,[1]
-1,52000,66821818.39,[1]
16436,52000,57202665.39,[1]
40708,52000,2588955.53,[1]
-1,52000,54057429.53,
-1,52000,927211.6098,[1]
39,2698,26120948458,
26149,52000,1062437.672,[1]
26162,52000,5048053.733,[1]
9019,52000,75086798.04,[1]
-1,52000,5.13E+149,[1]
23433,-1,,[1]
13452,52000,58761971.62,[1]
18796,52000,4842282.401,[1]
10586,52000,72826623.82,[1]
301,-1,,[1]
12473,52000,62692633.87,[1]
26048,52000,521292.3647,[1]
18036,3090,30952476581,
26147,52000,1047656.756,[1]
13220,52000,66124072.05,[1]
40500,-1,,[1]
-1,52000,61329182.28,[1]
-1,52000,62191524.41,[1]
52574,52000,56786304.27,[1]
36803,52000,71931257.25,[1]
20726,-1,,[1]
-1,52000,2.67E+148,[1]
12862,-1,,[1]
32665,-1,,[1]
18770,52000,2486903.872,[1]
11771,52000,2381121.183,[1]
9007,-1,,[1]
17135,52000,,[1]
26097,-1,,[1]
48606,52000,986624.9483,[1]
484,52000,59136584.12,[1]
26262,52000,66465981.78,[1]
44216,-1,,[1]
26095,52000,975769.7159,[1]
19325,2809,37042724574,
18924,52000,64513452.44,[1]
-1,52000,9.24E+149,[0]
26337,-1,,[1]
-1,52000,2.70E+150,
18274,52000,55618917.49,[1]
32915,52000,4820083.816,[1]
-1,52000,2.40E+150,
26117,52000,64508353.21,[1]
44585,52000,67590441.35,[1]
2559,52000,2458548.683,[1]
13556,-1,,[1]
34886,52000,2.93E+150,[1]
13793,52000,56102701.64,[1]
11233,52000,1.16E+150,[1]
-1,3022,35301516961,
-1,52000,3.89E+145,[1]
8334,52000,60080510.96,[1]
14095,52000,2462290.168,[1]
16293,-1,,[1]
-1,52000,75126923.51,[1]
-1,52000,56977717.11,[1]
26046,52000,2824496.69,[1]
9668,-1,,[1]
26025,52000,3.70E+146,[1]
-1,52000,2440970.815,[1]
22734,52000,58871333.71,[1]
10516,52000,5.42E+150,[1]
18090,52000,2738436.889,[1]
484,-1,,[1]
26094,52000,64267853.33,[1]
26117,52000,1060772.203,[1]
-1,52000,2.23E+149,
-1,3074,37614198792,
-1,2589,24130752050,
-1,2706,30313815607,
-1,2721,37765962582,
10002,52000,2454977.982,
-1,52000,1022412.636,[1]
-1,2813,38591953693,
-1,2469,26783693555,
12144,52000,937633.916,[1]
21574,52000,2715397.485,[0]
12706,52000,495490.4565,[1]
10795,52000,3.06E+147,[1]
-1,52000,960321.4547,[1]
-1,52000,58578876.29,
14330,52000,1055833.525,[1]
10776,-1,,[1]
48178,52000,2373357.568,[1]
15176,52000,7.34E+147,
8985,52000,2512751.312,[1]
-1,52000,5274839.51,
10964,692,0.095652473,
-1,52000,56163753.41,[1]
-1,-1,,[1]
10895,2874,43584431548,
26021,52000,6094148.394,[1]
8985,-1,,[1]
26310,52000,9.54E+149,[1]
14658,52000,8.30E+148,[1]
26093,52000,4.19E+150,[1]
-1,2869,32356755282,
-1,2997,36773678091,
39812,52000,64190991.16,[1]
15430,52000,73758625.44,[1]
-1,3062,43085884092,
14422,52000,73732073.06,[1]
25842,52000,948513.669,[1]
25723,52000,74390713.79,[1]
12280,52000,1.84E+148,[1]
12678,-1,,[1]
13172,52000,61531120.53,[1]
26312,52000,2537274.024,[1]
14295,3066,46842764088,
13484,52000,5081211.365,[1]
11234,2890,18247648301,
250,-1,,[1]
-1,2673,40689706330,
26104,52000,486457.5294,[1]
28735,52000,74672973.34,[1]
14134,52000,5541623.827,[1]
-1,52000,5312844.022,[0]
26258,52000,74463941.82,[1]
-1,52000,2463085.621,[1]
15238,-1,,[1]
16681,52000,1.91E+143,[1]
37690,52000,467159.4076,[1]
44692,-1,,[1]
26120,-1,,[1]
28983,52000,2435282.301,[1]
10794,52000,1.24E+150,[1]
-1,2697,38160131223,
26141,52000,9.75E+149,[1]
10909,-1,,[1]
-1,52000,67662732.64,[1]
242,-1,,[1]
26232,-1,,[1]
26235,52000,917488.4304,[1]
35935,52000,585.4884842,[1]
8985,2813,21232231868,
40781,52000,2482001.165,[1]
-1,2797,47379311819,
484,-1,,[1]
26025,52000,1059085.561,[1]
11292,52000,5581827.203,[1]
16938,52000,70191325.84,[1]
25685,-1,,[1]
-1,2621,23872377268,
-1,52000,67776873.26,
-1,52000,1090191.064,[1]
8275,52000,4925560.665,[1]
-1,52000,67258258.09,[1]
272,52000,346.4495396,[1]
13059,2657,32086165145,
-1,3058,33737202069,
26190,52000,68716728.22,[1]
32932,52000,988871.2432,[1]
10087,52000,7.46E+150,[1]
26012,52000,487704.3267,[1]
10899,52000,67907644.18,[1]
26045,52000,6.22E+149,[1]
25810,52000,71006377.8,[1]
26092,52000,55106201.2,[1]
17044,52000,68201348.97,[1]
19967,52000,5084795.851,[1]
242,52000,2622005.968,[1]
17781,52000,2480801.17,[1]
-1,52000,4.81E+146,
486,52000,,[1]
26396,-1,,[1]
44329,52000,1132287.926,[1]
-1,52000,2422803.412,[1]
36434,52000,4724801.966,[1]
18041,52000,65324358.15,
-1,52000,64230121.7,
-1,2741,43763292827,
9020,2821,30034360759,
26254,52000,62447749.87,[1]
17452,52000,57855757.04,[1]
-1,52000,67476318.63,[1]
242,-1,,[1]
8986,52000,56982464.75,
-1,2641,28519687684,
19830,52000,2507463.818,[1]
14219,52000,898365.2329,[1]
14282,52000,952417.3061,[0]
492,52000,1017398.611,[1]
25878,-1,,[1]
9018,2689,22811170529,
32947,-1,,[1]
26576,52000,58785532.09,[1]
26261,52000,2424306.283,[1]
25953,52000,2622156.251,[1]
26265,52000,2501588.401,[1]
23810,-1,,[1]
16164,52000,4693584.416,[1]
26063,52000,3.56E+149,[1]
25849,52000,5.47E+149,[1]
-1,52000,1051018.865,[1]
19088,52000,2540531.009,[1]
13604,52000,953162.1713,[1]
32914,52000,59988472.94,[1]
26489,52000,66494509.17,[1]
14987,52000,74709644.2,[1]
17495,52000,66442044.97,[1]
-1,2625,30852432982,
-1,52000,67146486.17,[1]
-1,52000,62929917.36,
-1,52000,429.543542,[1]
-1,52000,1066709.469,[1]
12777,-1,,[1]
-1,52000,63008448.88,
51800,52000,62671712.92,[1]
21562,52000,5765172.031,[1]
16419,52000,2.89E+149,[1]
15290,52000,64568865.14,[1]
26224,52000,54191984.18,[1]
-1,52000,5434418.601,[1]
11170,52000,1059347.609,[1]
26173,52000,71092088.17,[1]
26301,52000,76932809.75,[1]
26056,52000,67618424.77,[1]
26162,52000,71203627.48,[1]
-1,52000,5060401.259,[1]
26089,-1,,[1]
242,52000,5292081.1,[1]
17140,-1,,[1]
29637,-1,,[1]
-1,52000,4.55E+145,[1]
17085,52000,1.27E+146,[1]
48376,52000,1037708.262,[1]
-1,2866,39526427183,
26198,-1,,[1]
16000,52000,70618199.03,[1]
10258,52000,2614732.348,[1]
242,-1,,[1]
16895,52000,73524140.37,[1]
16773,52000,4.72E+150,
16445,52000,2417573.47,[0]
514,-1,,[1]
16619,52000,69190376.63,[1]
26135,-1,,[1]
-1,52000,62531526.12,
-1,2617,28690007630,
52570,52000,2.82E+150,[1]
10509,52000,6.34E+150,[1]
12412,52000,54819408.84,[1]
-1,52000,963027.5628,[1]
10822,52000,60613098.16,[1]
-1,2929,34314605607,
12263,52000,1.22E+148,
-1,52000,69626615.23,[1]
52199,52000,2495543.529,[1]
12434,52000,57832566.58,[1]
-1,52000,2368444.142,
8985,2769,19303022652,
41180,52000,888526.4439,[0]
26230,52000,62996372.89,[1]
25977,52000,1.10E+147,[1]
26076,52000,3.74E+149,[1]
12676,52000,5205581.193,[1]
16664,52000,7.20E+150,[1]
26270,52000,2596758.274,[1]
26239,52000,2649086.593,[1]
-1,52000,1.49E+150,[1]
-1,3030,36222813872,
53014,52000,2698220.158,[0]
14051,52000,1.48E+150,
11882,52000,4.79E+148,[1]
26543,-1,,[1]
26262,52000,60329128.11,[1]
14130,52000,1.24E+150,
-1,52000,63473538.42,[1]
-1,52000,59031405.69,[1]
33063,52000,2717588.787,[1]
14520,52000,1005058.948,[1]
-1,2689,36055655327,
17023,2733,41973723668,
26133,52000,8.78E+146,[1]
26086,52000,4929875.337,[1]
-1,2681,38988597429,
11076,-1,,[1]
15346,2994,24448174744,
-1,52000,56265599.8,[1]
-1,2798,43665673175,
12314,2665,38865539376,
21857,52000,885535.9347,[1]
1818,52000,74008082.75,[1]
-1,52000,63603154.38,
-1,2902,36929352194,
-1,2521,30843776218,
-1,2733,38545835605,
-1,52000,75703612.24,
1,-1,,[1]
26112,52000,1058439.598,[1]
-1,2802,28340059266,
26227,-1,,[1]
12674,-1,,[1]
2416,52000,71154377.04,[1]
-1,52000,2685260.094,
18925,52000,2312533.825,[1]
-1,52000,2500337.961,[1]
26249,52000,70189165.76,[1]
8985,2781,17872208120,
-1,52000,2633843,[1]
-1,52000,71274286.11,[1]
-1,52000,66891948.79,[1]
26114,-1,,[1]
-1,2785,35390745921,
17819,-1,,[1]
15592,52000,64957483.29,[1]
26502,52000,55710069.89,[1]
-1,392,0.10375821,
15347,52000,56977807.37,
8393,356,147.4076893,
10375,52000,2.41E+148,[1]
23751,52000,972451.7788,[1]
28421,52000,2783800.305,[0]
-1,2701,36517506502,
36490,52000,7.78E+149,[1]
-1,52000,944139.3474,
13713,52000,2501828.627,[1]
19889,52000,3.83E+150,[1]
16245,52000,5123592.981,[1]
242,52000,76688361.75,[1]
16325,52000,7.09E+150,[1]
-1,52000,2402934.381,[1]
12686,52000,58740781.17,
-1,52000,2509423.38,[1]
13859,-1,,[1]
16291,52000,54246414.63,[1]
-1,52000,68690927.79,[1]
-1,52000,4840403.835,[1]
25961,-1,,[1]
10899,52000,994037.5364,[1]
28950,52000,3.65E+146,[1]
13517,52000,1.55E+145,[1]
19042,-1,,[1]
17950,52000,8.07E+146,[1]
26177,52000,56934983.32,[1]
-1,52000,1061159.97,[0]
-1,52000,62029817.08,[1]
9918,52000,1.70E+149,[1]
12911,52000,66544490.09,[1]
4700,52000,75035147.92,[1]
-1,3050,35273364256,
14300,-1,,[1]
15420,52000,70669914.91,[1]
17182,52000,980266.1303,[1]
19639,3026,25515607597,
32812,52000,2441132.629,[1]
10674,52000,2.61E+149,[1]
32630,52000,71105505.48,[1]
242,-1,,[1]
26147,-1,,[1]
23463,52000,71311279.79,[1]
-1,52000,1.25E+150,
-1,52000,4.70E+150,
51661,52000,63364376.41,[1]
26379,52000,929141.7167,[1]
17403,52000,3.99E+147,[1]
20002,52000,5786931.787,[1]
-1,2837,42356040214,
34350,52000,57449652.73,[1]
14629,-1,,[1]
26302,52000,2368562.762,[1]
-1,52000,2471497.354,[1]
48521,52000,72029873.21,[1]
40384,-1,,[1]
11845,-1,,[0]
19463,52000,3.47E+149,[1]
-1,2929,30167244292,
-1,52000,982576.5505,[1]
26053,-1,,[1]
26104,52000,70652043.33,[1]
-1,52000,60531219.05,
26224,52000,900148.8116,[1]
33359,52000,76428209.06,[1]
15034,52000,66446177.27,[1]
20628,52000,58407190.57,[1]
15201,52000,880787.201,[1]
32617,52000,4.89E+150,[1]
26080,52000,67967908.84,[1]
12470,-1,,[1]
9403,-1,,[1]
-1,2569,27012601355,
14778,-1,,[1]
-1,2761,37846918517,
18247,-1,,[1]
26948,-1,,[1]
26275,52000,58040268.91,[1]
-1,52000,1003686.82,[1]
19761,52000,54392971.17,
26292,-1,,[1]
484,52000,994891.871,[1]
23159,52000,469.4317624,[1]
18968,2773,24155642952,
-1,52000,2.04E+149,
-1,52000,5516655.524,[1]
19154,52000,1006765.797,[0]
10810,52000,2391481.705,[1]
17173,2986,37426493096,
1,52000,2.19E+150,
16917,52000,55889660.34,[1]
14922,52000,62817304.37,[1]
47634,52000,863677.6003,[1]
13339,52000,479680.2263,[1]
25932,52000,,[1]
26016,52000,67139994.96,[1]
-1,3098,28287401419,
16741,-1,,[1]
32603,52000,2.49E+147,[1]
11533,52000,4.00E+145,[1]
10789,-1,,[1]
40572,52000,4793831.487,[1]
8985,52000,1060109.542,
-1,2557,27529272300,
-1,2877,36929076155,
-1,52000,67066487.23,[1]
-1,52000,1.92E+150,[1]
-1,52000,67951635.66,[1]
13865,52000,5642096.539,[1]
-1,1897,1.47E+11,
490,-1,,[1]
7045,729,66055863968,
13642,52000,2.02E+149,[1]
26136,52000,4.69E+150,[1]
242,-1,,[1]
15708,52000,66873982.11,[1]
-1,2569,23450364323,
16749,52000,56827273.64,[1]
16643,52000,5616732.451,[1]
14246,52000,57113869.45,[1]
33693,52000,69039180.9,[1]
14398,-1,,[1]
18063,52000,6.56E+148,[1]
9017,52000,76331149.39,[1]
8985,2861,21353756976,
26440,-1,,[1]
-1,52000,66894016.72,[1]
25623,52000,62009092.64,[1]
-1,2569,27402124839,
8986,2745,21831074966,
26216,-1,,[1]
-1,52000,2431456.335,[1]
11141,52000,2361323.771,[1]
26079,52000,64527387.48,[1]
1,3070,42054016793,
26064,52000,2.54E+149,[1]
-1,52000,2685455.743,
-1,52000,8.13E+138,
15279,3050,18656397619,
8984,52000,2772723.843,[1]
-1,2885,43025684653,
19149,-1,,[1]
19890,2841,39973674916,
23450,-1,,[1]
26159,-1,,[1]
-1,2981,39399361489,
25954,-1,,[1]
9015,52000,2553261.943,[1]
9019,2733,26072970004,
-1,52000,68618878.46,[1]
33072,52000,2562402.937,[1]
4847,-1,,[1]
13940,52000,993462.231,[1]
11950,52000,72463350.15,[1]
11459,52000,4870780.137,
-1,2581,30403027946,
17706,-1,,[1]
242,52000,58796062.62,[1]
-1,2741,35666615936,
26248,52000,63000642.32,[1]
25315,52000,62363633.06,[1]
26123,52000,1093255.129,[1]
13471,52000,7.49E+149,[1]
-1,52000,6.53E+149,
34643,52000,71612304.58,[1]
495,-1,,[1]
9018,52000,66360495.51,
26124,-1,,[1]
-1,2966,38760029743,
8984,52000,2446423.68,
26176,52000,54588086.38,[1]
17668,-1,,[1]
15177,52000,63486328.26,[1]
-1,52000,1.16E+150,[1]
16710,52000,1.65E+150,[1]
13095,-1,,[1]
-1,2597,29862473448,
-1,3162,40317805091,
52450,52000,59905304.63,[1]
-1,52000,4.46E+149,[1]
26120,52000,59546507.61,[1]
3172,52000,5.23E+146,[1]
26257,52000,78364134.47,[1]
24447,52000,3.34E+150,[1]
-1,52000,1034911.643,[1]
7395,52000,3.89E+147,[1]
15097,-1,,[1]
-1,52000,68976871.75,[1]
15341,52000,2453076.475,[1]
4387,52000,1039902.53,[1]
26184,-1,,[1]
9015,52000,1013779.563,[1]
26282,52000,76174058.01,[1]
32536,52000,1067408.381,[1]
26118,52000,7.66E+144,[1]
28681,52000,54571053.26,[1]
26394,-1,,[1]
-1,52000,8.27E+149,[1]
35878,-1,,[1]
11496,52000,65796807.28,[1]
48679,52000,1.17E+148,[1]
-1,2713,36992791370,
484,52000,6025954.476,[1]
-1,52000,67395836.16,[1]
28881,-1,,[1]
14019,52000,70054360.94,[1]
15439,2905,27015192706,
484,52000,5778566.312,[0]
11738,52000,64727781.88,[1]
13424,-1,,[1]
32538,52000,4880089.462,[1]
14708,2937,31138981034,
15692,2629,30794751751,
9014,52000,1031949.175,[1]
11452,52000,2470477.698,[1]
24314,52000,6014571.112,[1]
25932,52000,65186855.08,[1]
-1,2845,44208354659,
24370,52000,2.20E+150,[1]
242,52000,488582.1888,[1]
9019,-1,,[1]
26048,-1,,[1]
5003,52000,942839.1502,[1]
-1,52000,7.38E+147,[1]
14806,52000,56303255.08,[1]
43921,52000,67905813.97,[1]
9020,52000,74411102.57,
-1,2786,44808723398,
-1,52000,74298585.87,[1]
242,-1,,[1]
18491,52000,73697234.3,[1]
26256,52000,2578073.074,[1]
-1,2653,37824730631,
-1,52000,2554796.063,[1]
27811,52000,464999.6896,[1]
-1,52000,73668401.19,[1]
-1,52000,58030989.21,[1]
18990,-1,,[1]
17628,52000,2.82E+148,[1]
52160,-1,,[1]
18082,52000,2.92E+149,[1]
20377,52000,497693.2228,[1]
30243,52000,1.00E+145,[1]
-1,52000,5235768.632,[1]
-1,3078,28286576192,
-1,2569,26318331255,
-1,2762,23976740668,
-1,2605,35263932980,
251,52000,2433389.073,[1]
12428,52000,2651079.448,[1]
26005,-1,,[1]
26303,-1,,[1]
-1,52000,1019.945586,[1]
12580,2053,1.31E+11,
25812,52000,5342777.104,[1]
26124,-1,,[1]
9919,2886,19715233085,
-1,2577,30051282622,
26209,-1,,[1]
40467,52000,4.69E+150,[1]
-1,52000,54068699.22,
242,52000,936549.1331,[1]
-1,2774,32247321813,
33278,52000,72092858.38,[1]
28585,52000,62077749.85,[1]
26158,52000,76494838.24,[1]
11193,52000,1.11E+150,[1]
13968,52000,3.06E+150,[1]
13738,52000,5644790.623,[1]
-1,52000,69207649.54,[1]
-1,52000,5442086.839,[1]
10740,52000,66547266.95,[1]
28809,52000,58947184.9,[1]
-1,52000,3.11E+148,[1]
26184,52000,3.88E+150,[1]
7443,-1,,[1]
9020,52000,71338445.61,
-1,52000,60376432.56,[1]
26317,52000,1024371.041,[1]
-1,52000,2677778.12,[1]
8982,52000,1022.273203,
26316,52000,5972067.083,[1]
12654,52000,56775336.73,
12487,52000,72006294.92,
-1,52000,1097699.29,[1]
24590,52000,70753324.22,[1]
11220,52000,62584019.1,[1]
13674,52000,1060357.153,[1]
3305,52000,61955355.11,[1]
25888,-1,,[1]
-1,52000,1.50E+149,[1]
-1,52000,8.70E+149,[1]
6499,52000,63855976.58,[1]
-1,2813,35562030017,
9054,2937,32182816842,
39,1347,1.48E+11,
48041,52000,75801225.1,[1]
-1,3090,33565454550,
44136,52000,69552461.04,[1]
-1,52000,1.55E+148,[1]
-1,52000,2455325.18,
26325,-1,,[1]
484,52000,4.21E+147,[1]
16989,-1,,[1]
25980,-1,,[1]
-1,52000,911030.8218,
44452,52000,70621786.99,[1]
26101,-1,,[1]
-1,2905,34292992465,
9024,52000,4.58E+149,
484,52000,54936626.07,[1]
16658,2966,23407009798,
48319,52000,5486749.139,[1]
16901,52000,915793.5899,[1]
22298,-1,,[1]
9016,52000,4922028.805,
10015,52000,68725793.77,[1]
-1,52000,66199173.88,[1]
26178,-1,,[0]
9917,52000,61640345.44,[1]
-1,52000,452542.096,
29316,-1,,[1]
-1,2846,41842882766,
-1,52000,61152884.89,[1]
15727,52000,70116255.01,[1]
26309,52000,77405550.21,[1]
13184,52000,68878289.83,[1]
32239,52000,2.15E+149,[1]
18650,52000,5673002.827,[1]
11450,2777,43806728173,
-1,2565,25323358384,
11038,2861,35393358168,
26166,52000,5.00E+146,[1]
13875,52000,1.91E+148,[1]
2559,52000,64097019.41,[0]
26232,-1,,[1]
26149,52000,4.22E+150,[1]
9021,52000,3.66E+148,
-1,52000,62571908.35,[1]
13995,52000,,
15087,-1,,[1]
32463,-1,,[1]
25896,52000,904561.4882,[1]
-1,2889,37968377121,
24971,52000,3.32E+149,[1]
14729,2625,26870584019,
10460,52000,957986.375,[1]
26329,-1,,[1]
-1,52000,71693083.59,[1]
10401,52000,57049966.8,[1]
13707,52000,58615872.92,[1]
-1,52000,2593437.336,
-1,52000,2783317.413,[1]
32876,52000,1057080.27,[1]
13527,52000,78778514.36,[1]
26164,52000,508022.6613,[1]
-1,52000,2752674.14,[1]
-1,2950,42649225191,
36639,-1,,[1]
12597,52000,4.62E+146,[1]
24104,52000,59629772.56,[1]
11517,-1,,[1]
17004,52000,56814220.14,[1]
26278,52000,5.84E+150,[1]
25993,-1,,[1]
51978,-1,,[1]
-1,52000,960414.8794,[1]
-1,52000,64340109.56,[0]
242,-1,,[1]
13928,52000,58942060.44,[1]
